subset_label_id,subset_label_name,path,optimization_rank,kernel,reference_method,eigenvalue_method,stop_when_objective_decreases,objective,objective_gain,probability_lambda,base_von_neumann_entropy,von_neumann_entropy,von_neumann_entropy_gain,log_probability,log_probability_sum,positive_probability,subset_probability,best_predicted_subset_label_id,best_predicted_subset_label_name,best_predicted_subset_probability,actual_label_id,actual_label_name,all_label_names,true_assigned_class,net_gain_at_selected_lambda,run,lambda_log_probability,pooled_net_gain
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000164698.jpg,1,rbf,kernel_herding,direct,False,0.8943847676473923,0.0006798018061048,0.001,0.8937049798864969,0.8946086289238359,0.0009036630825484,-0.2238612764435649,-0.2238612764435649,0.7994260258979731,0.7994260258979731,42,fork,0.7994260258979731,17,horse,person|bench|horse|potted plant|tv,False,0.0006798018061048,1,-0.0002238612764435649,0.0006798018061048352
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000434786.jpg,2,rbf,kernel_herding,direct,False,0.8949323495148238,0.0005475818674315,0.001,0.8937049798864969,0.895278796522956,0.0006701675991201,-0.1225857316886395,-0.3464470081322044,0.8846300608624704,0.8846300608624704,42,fork,0.8846300608624704,0,person,person|tie,False,0.0005475818674314,1,-0.0001225857316886395,0.0005475818674314605
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000422636.jpg,3,rbf,kernel_herding,direct,False,0.8954376076386472,0.0005052581238234,0.001,0.8937049798864969,0.89590098134364,0.0006221848206839,-0.1169266968606474,-0.4633737049928519,0.8896504049398766,0.8896504049398766,42,fork,0.8896504049398766,0,person,person|tie,False,0.0005052581238232,1,-0.0001169266968606474,0.0005052581238232526
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000214701.jpg,4,rbf,kernel_herding,direct,False,0.8958885713503779,0.0004509637117307,0.001,0.8937049798864969,0.896686427725207,0.0007854463815669,-0.3344826698362591,-0.797856374829111,0.715708248060556,0.715708248060556,42,fork,0.715708248060556,23,giraffe,giraffe,False,0.0004509637117306,1,-0.00033448266983625915,0.00045096371173064087
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000327159.jpg,5,rbf,kernel_herding,direct,False,0.896291465992913,0.000402894642535,0.001,0.8937049798864969,0.8975378483777189,0.0008514206525118,-0.4485260099768001,-1.2463823848059112,0.6385687021655445,0.6385687021655445,42,fork,0.6385687021655445,21,bear,bear,False,0.0004028946425349,1,-0.0004485260099768001,0.0004028946425349999
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000401024.jpg,6,rbf,kernel_herding,direct,False,0.8965940686532425,0.0003026026603295,0.001,0.8937049798864969,0.8981071141842006,0.0005692658064817,-0.2666631461521479,-1.5130455309580593,0.7659310348302307,0.7659310348302307,42,fork,0.7659310348302307,0,person,person|scissors,False,0.0003026026603295,1,-0.00026666314615214794,0.00030260266032955207
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000466001.jpg,7,rbf,kernel_herding,direct,False,0.8968166072752705,0.0002225386220279,0.001,0.8937049798864969,0.8987782353871999,0.0006711212029992,-0.4485825809713858,-1.9616281119294448,0.6385325787207309,0.6385325787207309,42,fork,0.6385325787207309,63,laptop,laptop|keyboard|book,False,0.0002225386220278,1,-0.00044858258097138585,0.00022253862202781417
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000373849.jpg,8,rbf,kernel_herding,direct,False,0.8970088190879814,0.0001922118127108,0.001,0.8937049798864969,0.8992490861379598,0.0004708507507599,-0.2786389380490905,-2.240267049978536,0.756813110306818,0.756813110306818,42,fork,0.756813110306818,17,horse,horse,False,0.0001922118127108,1,-0.0002786389380490905,0.00019221181271080948
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000475185.jpg,9,rbf,kernel_herding,direct,False,0.8971632924682594,0.000154473380278,0.001,0.8937049798864969,0.8997038848680882,0.0004547987301283,-0.3003253498501435,-2.5405923998286792,0.7405772347881233,0.7405772347881233,42,fork,0.7405772347881233,0,person,person|backpack|remote,False,0.0001544733802781,1,-0.0003003253498501435,0.00015447338027815654
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000231393.jpg,10,rbf,kernel_herding,direct,False,0.8973033729837487,0.0001400805154893,0.001,0.8937049798864969,0.8999393563114227,0.0002354714433345,-0.0953909278452892,-2.6359833276739684,0.90901750474361,0.90901750474361,42,fork,0.90901750474361,60,dining table,orange|cake|dining table,False,0.0001400805154892,1,-9.53909278452892e-05,0.0001400805154892108
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000001852.jpg,11,rbf,kernel_herding,direct,False,0.8974277429735907,0.0001243699898419,0.001,0.8937049798864969,0.9003458972469945,0.0004065409355717,-0.2821709457298845,-2.918154273403853,0.7541447556867855,0.7541447556867855,42,fork,0.7541447556867855,76,scissors,scissors,False,0.0001243699898418,1,-0.0002821709457298845,0.00012436998984181554
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000279279.jpg,12,rbf,kernel_herding,direct,False,0.8975339034930606,0.0001061605194698,0.001,0.8937049798864969,0.9010334093559488,0.0006875121089541,-0.5813515894842208,-3.499505862888073,0.5591421249991182,0.5591421249991182,42,fork,0.5591421249991182,17,horse,horse,False,0.0001061605194698,1,-0.0005813515894842208,0.00010616051946987922
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000121193.jpg,13,rbf,kernel_herding,direct,False,0.8976209817321039,8.707823904330336e-05,0.001,0.8937049798864969,0.9017099819181338,0.0006765725621851,-0.5894943231418468,-4.089000186029921,0.5546076660984494,0.5546076660984494,42,fork,0.5546076660984494,0,person,person|bird|fork|spoon|dining table,True,8.707823904325316e-05,1,-0.0005894943231418468,8.707823904325316e-05
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000025202.jpg,14,rbf,kernel_herding,direct,False,0.8976888337583736,6.7852026269688e-05,0.001,0.8937049798864969,0.9018565850907394,0.0001466031726056,-0.0787511463359292,-4.16775133236585,0.924269903779446,0.924269903779446,42,fork,0.924269903779446,60,dining table,fork|orange|donut|dining table,True,6.785202626967082e-05,1,-7.875114633592919e-05,6.785202626967082e-05
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000310150.jpg,15,rbf,kernel_herding,direct,False,0.8977413673154239,5.2533557050260526e-05,0.001,0.8937049798864969,0.9021430075119194,0.00028642242118,-0.233888864129749,-4.4016401964956,0.7914497694659847,0.7914497694659847,42,fork,0.7914497694659847,0,person,person|backpack|handbag|banana|chair|dining table|laptop,False,5.2533557050250985e-05,1,-0.000233888864129749,5.2533557050250985e-05
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000132528.jpg,16,rbf,kernel_herding,direct,False,0.8977816761569215,4.030884149763825e-05,0.001,0.8937049798864969,0.9027843222411392,0.0006413147292197,-0.601005887722112,-5.002646084217712,0.5482598707600377,0.5482598707600377,42,fork,0.5482598707600377,19,cow,truck|cow,False,4.030884149758794e-05,1,-0.000601005887722112,4.030884149758794e-05
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000361085.jpg,17,rbf,kernel_herding,direct,False,0.8978060534699456,2.437731302407098e-05,0.001,0.8937049798864969,0.9033371438532338,0.0005528216120945,-0.5284442990705001,-5.531090383288213,0.5895213756177545,0.5895213756177545,42,fork,0.5895213756177545,8,boat,boat,False,2.4377313023999852e-05,1,-0.0005284442990705001,2.4377313023999855e-05
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000421889.jpg,18,rbf,kernel_herding,direct,False,0.8978209051755964,1.4851705650853477e-05,0.001,0.8937049798864969,0.9034152017303788,7.8057877144877e-05,-0.0632061714940727,-5.594296554782285,0.9387499102636288,0.9387499102636288,42,fork,0.9387499102636288,60,dining table,person|fork|cake|chair|dining table,True,1.4851705650804291e-05,1,-6.32061714940727e-05,1.4851705650804293e-05
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000263961.jpg,19,rbf,kernel_herding,direct,False,0.8978218654452519,9.60269655458923e-07,0.001,0.8937049798864969,0.9039387629218651,0.0005235611914865,-0.5226009218310775,-6.116897476613363,0.5929762556593139,0.5929762556593139,42,fork,0.5929762556593139,1,bicycle,bicycle,False,9.602696554224938e-07,1,-0.0005226009218310775,9.602696554224938e-07
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000484257.jpg,20,rbf,kernel_herding,direct,False,0.8978075992551359,-1.426619011601904e-05,0.001,0.8937049798864969,0.9041072266765774,0.0001684637547121,-0.1827299448281511,-6.299627421441514,0.8329930794530384,0.8329930794530384,42,fork,0.8329930794530384,60,dining table,bird|fork|knife|spoon|bowl|broccoli|carrot|dining table,True,-1.4266190116051132e-05,1,-0.00018272994482815112,-1.4266190116051132e-05
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000205543.jpg,21,rbf,kernel_herding,direct,False,0.8977899598988728,-1.7639356263088324e-05,0.001,0.8937049798864969,0.9041560479610612,4.8821284483913097e-05,-0.0664606407470088,-6.366088062188522,0.9356997435735014,0.9356997435735014,42,fork,0.9356997435735014,50,broccoli,broccoli,False,-1.763935626309571e-05,1,-6.64606407470088e-05,-1.763935626309571e-05
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000122020.jpg,22,rbf,kernel_herding,direct,False,0.8977661194975323,-2.3840401340513573e-05,0.001,0.8937049798864969,0.9044270470693904,0.0002709991083291,-0.2948395096696865,-6.660927571858209,0.744651087174328,0.744651087174328,42,fork,0.744651087174328,46,banana,cup|fork|banana,True,-2.3840401340586485e-05,1,-0.0002948395096696865,-2.3840401340586485e-05
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000176414.jpg,23,rbf,kernel_herding,direct,False,0.8977181928411799,-4.792665635233728e-05,0.001,0.8937049798864969,0.9049179403920712,0.0004908933226807,-0.5388199790330359,-7.199747550891245,0.5834363134126385,0.5834363134126385,42,fork,0.5834363134126385,75,vase,vase,False,-4.792665635233587e-05,1,-0.0005388199790330359,-4.792665635233587e-05
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000464317.jpg,24,rbf,kernel_herding,direct,False,0.8976626434040325,-5.554943714747296e-05,0.001,0.8937049798864969,0.9052604161028918,0.0003424757108205,-0.3980251479680828,-7.597772698859328,0.6716451369381603,0.6716451369381603,42,fork,0.6716451369381603,0,person,person|umbrella|chair,False,-5.554943714758279e-05,1,-0.0003980251479680828,-5.554943714758279e-05
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000561641.jpg,25,rbf,kernel_herding,direct,False,0.8975885824088099,-7.406099522255793e-05,0.001,0.8937049798864969,0.9057954009238216,0.0005349848209298,-0.6090458161523806,-8.206818515011708,0.54386957312652,0.54386957312652,42,fork,0.54386957312652,5,bus,person|car|bus|traffic light|handbag,False,-7.40609952225806e-05,1,-0.0006090458161523806,-7.40609952225806e-05
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000187888.jpg,26,rbf,kernel_herding,direct,False,0.8975033031130945,-8.527929571544579e-05,0.001,0.8937049798864969,0.9058027555407896,7.354616967991667e-06,-0.0926339126834528,-8.299452427695162,0.9115271377450124,0.9115271377450124,42,fork,0.9115271377450124,60,dining table,fork|knife|apple|sandwich|dining table,True,-8.527929571546113e-05,1,-9.26339126834528e-05,-8.527929571546113e-05
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000452854.jpg,27,rbf,kernel_herding,direct,False,0.89741282236525,-9.048074784445692e-05,0.001,0.8937049798864969,0.9063618298169648,0.000559074276175,-0.6495550240195355,-8.949007451714698,0.5222781262825221,0.5222781262825221,42,fork,0.5222781262825221,74,clock,clock,False,-9.048074784453553e-05,1,-0.0006495550240195355,-9.048074784453553e-05
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000050372.jpg,28,rbf,kernel_herding,direct,False,0.8973102366323836,-0.0001025857328663,0.001,0.8937049798864969,0.906791578269004,0.0004297484520393,-0.5323341849056591,-9.481341636620355,0.5872326590781562,0.5872326590781562,42,fork,0.5872326590781562,0,person,person|tie|tennis racket,False,-0.0001025857328663,1,-0.0005323341849056591,-0.0001025857328663591
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000366417.jpg,29,rbf,kernel_herding,direct,False,0.897178085358358,-0.0001321512740256,0.001,0.8937049798864969,0.9070663994086828,0.0002748211396786,-0.4069724137044477,-9.888314050324803,0.6656625532111687,0.6656625532111687,42,fork,0.6656625532111687,54,donut,person|donut,False,-0.0001321512740258,1,-0.0004069724137044477,-0.00013215127402584775
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000340633.jpg,30,rbf,kernel_herding,direct,False,0.8970420683946078,-0.0001360169637502,0.001,0.8937049798864969,0.9070823111085224,1.5911699839721294e-05,-0.1519286635899144,-10.04024271391472,0.8590495600660747,0.8590495600660747,42,fork,0.8590495600660747,0,person,person|bench|bottle|cup|fork|knife|dining table,True,-0.0001360169637501,1,-0.0001519286635899144,-0.0001360169637501931
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000447062.jpg,31,rbf,kernel_herding,direct,False,0.8969033769987743,-0.0001386913958334,0.001,0.8937049798864969,0.9070426502846796,-3.96608238427687e-05,-0.0990305719906863,-10.139273285905409,0.905715018088185,0.905715018088185,42,fork,0.905715018088185,0,person,person|laptop,False,-0.0001386913958334,1,-9.90305719906863e-05,-0.000138691395833455
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000453376.jpg,32,rbf,kernel_herding,direct,False,0.896761445568827,-0.0001419314299473,0.001,0.8937049798864969,0.90727543733853,0.0002327870538502,-0.3747184837975399,-10.513991769702947,0.687482789094594,0.687482789094594,42,fork,0.687482789094594,60,dining table,dining table,False,-0.0001419314299473,1,-0.0003747184837975399,-0.00014193142994733992
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000232894.jpg,33,rbf,kernel_herding,direct,False,0.8966105124544769,-0.0001509331143501,0.001,0.8937049798864969,0.9073204347526264,4.499741409658142e-05,-0.1959305284466023,-10.70992229814955,0.822069343127725,0.822069343127725,42,fork,0.822069343127725,0,person,person|bench|dining table,False,-0.00015093311435,1,-0.00019593052844660232,-0.0001509331143500209
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000135041.jpg,34,rbf,kernel_herding,direct,False,0.8964489649024769,-0.0001615475519999,0.001,0.8937049798864969,0.9072398743321136,-8.056042051274304e-05,-0.0809871314872616,-10.790909429636812,0.922205558781231,0.922205558781231,42,fork,0.922205558781231,60,dining table,fork|cake|dining table,True,-0.000161547552,1,-8.098713148726159e-05,-0.00016154755200000463
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000280236.jpg,35,rbf,kernel_herding,direct,False,0.8962858153340548,-0.0001631495684221,0.001,0.8937049798864969,0.9072331655723088,-6.708759805018616e-06,-0.1564408086170279,-10.94735023825384,0.8551821356171231,0.8551821356171231,42,fork,0.8551821356171231,49,orange,orange,False,-0.000163149568422,1,-0.0001564408086170279,-0.0001631495684220465
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000068295.jpg,36,rbf,kernel_herding,direct,False,0.8961140257368445,-0.0001717895972103,0.001,0.8937049798864969,0.9071986027937508,-3.4562778557845064e-05,-0.1372268186525636,-11.084577056906404,0.8717724694476426,0.8717724694476426,42,fork,0.8717724694476426,-1,unlabeled,,False,-0.0001717895972104,1,-0.0001372268186525636,-0.00017178959721040867
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000336762.jpg,37,rbf,kernel_herding,direct,False,0.8959319992277938,-0.0001820265090507,0.001,0.8937049798864969,0.9072226482090802,2.4045415329299047e-05,-0.2060719243800221,-11.290648981286427,0.8137745439474438,0.8137745439474438,42,fork,0.8137745439474438,63,laptop,cup|sandwich|laptop,False,-0.0001820265090507,1,-0.0002060719243800221,-0.00018202650905072305
