subset_label_id,subset_label_name,path,optimization_rank,kernel,reference_method,eigenvalue_method,stop_when_objective_decreases,objective,objective_gain,probability_lambda,base_von_neumann_entropy,von_neumann_entropy,von_neumann_entropy_gain,log_probability,log_probability_sum,positive_probability,subset_probability,best_predicted_subset_label_id,best_predicted_subset_label_name,best_predicted_subset_probability,actual_label_id,actual_label_name,all_label_names,true_assigned_class,net_gain_at_selected_lambda
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000164698.jpg,1,rbf,kernel_herding,direct,False,0.8943847676473923,0.0006798018061048,0.001,0.8937049798864969,0.8946086289238359,0.0009036630825484,-0.2238612764435649,-0.2238612764435649,0.7994260258979731,0.7994260258979731,42,fork,0.7994260258979731,17,horse,person|bench|horse|potted plant|tv,False,0.0006798018061048352
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000434786.jpg,2,rbf,kernel_herding,direct,False,0.8949323495148238,0.0005475818674315,0.001,0.8937049798864969,0.895278796522956,0.0006701675991201,-0.1225857316886395,-0.3464470081322044,0.8846300608624704,0.8846300608624704,42,fork,0.8846300608624704,0,person,person|tie,False,0.0005475818674314605
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000422636.jpg,3,rbf,kernel_herding,direct,False,0.8954376076386472,0.0005052581238234,0.001,0.8937049798864969,0.89590098134364,0.0006221848206839,-0.1169266968606474,-0.4633737049928519,0.8896504049398766,0.8896504049398766,42,fork,0.8896504049398766,0,person,person|tie,False,0.0005052581238232526
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000214701.jpg,4,rbf,kernel_herding,direct,False,0.8958885713503779,0.0004509637117307,0.001,0.8937049798864969,0.896686427725207,0.0007854463815669,-0.3344826698362591,-0.797856374829111,0.715708248060556,0.715708248060556,42,fork,0.715708248060556,23,giraffe,giraffe,False,0.00045096371173064087
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000327159.jpg,5,rbf,kernel_herding,direct,False,0.896291465992913,0.000402894642535,0.001,0.8937049798864969,0.8975378483777189,0.0008514206525118,-0.4485260099768001,-1.2463823848059112,0.6385687021655445,0.6385687021655445,42,fork,0.6385687021655445,21,bear,bear,False,0.0004028946425349999
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000401024.jpg,6,rbf,kernel_herding,direct,False,0.8965940686532425,0.0003026026603295,0.001,0.8937049798864969,0.8981071141842006,0.0005692658064817,-0.2666631461521479,-1.5130455309580593,0.7659310348302307,0.7659310348302307,42,fork,0.7659310348302307,0,person,person|scissors,False,0.00030260266032955207
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000466001.jpg,7,rbf,kernel_herding,direct,False,0.8968166072752705,0.0002225386220279,0.001,0.8937049798864969,0.8987782353871999,0.0006711212029992,-0.4485825809713858,-1.9616281119294448,0.6385325787207309,0.6385325787207309,42,fork,0.6385325787207309,63,laptop,laptop|keyboard|book,False,0.00022253862202781417
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000373849.jpg,8,rbf,kernel_herding,direct,False,0.8970088190879814,0.0001922118127108,0.001,0.8937049798864969,0.8992490861379598,0.0004708507507599,-0.2786389380490905,-2.240267049978536,0.756813110306818,0.756813110306818,42,fork,0.756813110306818,17,horse,horse,False,0.00019221181271080948
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000475185.jpg,9,rbf,kernel_herding,direct,False,0.8971632924682594,0.000154473380278,0.001,0.8937049798864969,0.8997038848680882,0.0004547987301283,-0.3003253498501435,-2.5405923998286792,0.7405772347881233,0.7405772347881233,42,fork,0.7405772347881233,0,person,person|backpack|remote,False,0.00015447338027815654
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000231393.jpg,10,rbf,kernel_herding,direct,False,0.8973033729837487,0.0001400805154893,0.001,0.8937049798864969,0.8999393563114227,0.0002354714433345,-0.0953909278452892,-2.6359833276739684,0.90901750474361,0.90901750474361,42,fork,0.90901750474361,60,dining table,orange|cake|dining table,False,0.0001400805154892108
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000001852.jpg,11,rbf,kernel_herding,direct,False,0.8974277429735907,0.0001243699898419,0.001,0.8937049798864969,0.9003458972469945,0.0004065409355717,-0.2821709457298845,-2.918154273403853,0.7541447556867855,0.7541447556867855,42,fork,0.7541447556867855,76,scissors,scissors,False,0.00012436998984181554
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000279279.jpg,12,rbf,kernel_herding,direct,False,0.8975339034930606,0.0001061605194698,0.001,0.8937049798864969,0.9010334093559488,0.0006875121089541,-0.5813515894842208,-3.499505862888073,0.5591421249991182,0.5591421249991182,42,fork,0.5591421249991182,17,horse,horse,False,0.00010616051946987922
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000121193.jpg,13,rbf,kernel_herding,direct,False,0.8976209817321039,8.707823904330336e-05,0.001,0.8937049798864969,0.9017099819181338,0.0006765725621851,-0.5894943231418468,-4.089000186029921,0.5546076660984494,0.5546076660984494,42,fork,0.5546076660984494,0,person,person|bird|fork|spoon|dining table,True,8.707823904325316e-05
42,fork,C:\Users\maxbe\Downloads\coco\train2017\000000025202.jpg,14,rbf,kernel_herding,direct,False,0.8976888337583736,6.7852026269688e-05,0.001,0.8937049798864969,0.9018565850907394,0.0001466031726056,-0.0787511463359292,-4.16775133236585,0.924269903779446,0.924269903779446,42,fork,0.924269903779446,60,dining table,fork|orange|donut|dining table,True,6.785202626967082e-05
