subset_label_id,subset_label_name,path,optimization_rank,kernel,reference_method,eigenvalue_method,stop_when_objective_decreases,objective,objective_gain,probability_lambda,base_von_neumann_entropy,von_neumann_entropy,von_neumann_entropy_gain,log_probability,log_probability_sum,positive_probability,subset_probability,best_predicted_subset_label_id,best_predicted_subset_label_name,best_predicted_subset_probability,actual_label_id,actual_label_name,all_label_names,true_assigned_class,net_gain_at_selected_lambda
13,bench,C:\Users\maxbe\Downloads\coco\train2017\000000299641.jpg,1,rbf,kernel_herding,direct,False,0.915778414083191,-0.0003660764108439,0.01,0.916144490385894,0.9160702778153552,-7.421267867968595e-05,-0.0291863732164229,-0.0291863732164229,0.9712354353246516,0.9712354353246516,13,bench,0.9712354353246516,8,boat,car|truck|boat,False,-0.00036607641084391494
13,bench,C:\Users\maxbe\Downloads\coco\train2017\000000065080.jpg,2,rbf,kernel_herding,direct,False,0.9153639967890128,-0.0004144172941781,0.01,0.916144490385894,0.915807655976813,-0.0002626218385423,-0.0151795455635874,-0.0443659187800104,0.984935083001054,0.984935083001054,13,bench,0.984935083001054,13,bench,bench,True,-0.000414417294178174
13,bench,C:\Users\maxbe\Downloads\coco\train2017\000000107941.jpg,3,rbf,kernel_herding,direct,False,0.9149375099117932,-0.0004264868772196,0.01,0.916144490385894,0.91593674003654,0.000129084059727,-0.0555570936946634,-0.0999230124746739,0.9459580138896309,0.9459580138896309,13,bench,0.9459580138896309,-1,unlabeled,,False,-0.000426486877219634
13,bench,C:\Users\maxbe\Downloads\coco\train2017\000000390154.jpg,4,rbf,kernel_herding,direct,False,0.9144721500729148,-0.0004653598388785,0.01,0.916144490385894,0.9158160608971574,-0.0001206791393826,-0.0344680699495954,-0.1343910824242694,0.9661191874273554,0.9661191874273554,13,bench,0.9661191874273554,13,bench,bench,True,-0.000465359838878554
13,bench,C:\Users\maxbe\Downloads\coco\train2017\000000516812.jpg,5,rbf,kernel_herding,direct,False,0.9139595040540416,-0.0005126460188732,0.01,0.916144490385894,0.91571961007127,-9.645082588738418e-05,-0.0416195192985806,-0.17601060172285,0.9592346814326324,0.9592346814326324,13,bench,0.9592346814326324,10,fire hydrant,fire hydrant|chair,False,-0.0005126460188731902
13,bench,C:\Users\maxbe\Downloads\coco\train2017\000000447476.jpg,6,rbf,kernel_herding,direct,False,0.9133921495992232,-0.0005673544548182,0.01,0.916144490385894,0.9157587712570396,3.91611857697427e-05,-0.0606515640588039,-0.236662165781654,0.9411511135242422,0.9411511135242422,13,bench,0.9411511135242422,58,potted plant,potted plant,False,-0.0005673544548182963
13,bench,C:\Users\maxbe\Downloads\coco\train2017\000000138200.jpg,7,rbf,kernel_herding,direct,False,0.9128023780078772,-0.000589771591346,0.01,0.916144490385894,0.9152930373865406,-0.0004657338704991,-0.0124037720846885,-0.2490659378663425,0.9876728376183698,0.9876728376183698,13,bench,0.9876728376183698,13,bench,person|bench|umbrella,True,-0.000589771591345985
13,bench,C:\Users\maxbe\Downloads\coco\train2017\000000152614.jpg,8,rbf,kernel_herding,direct,False,0.912208383658514,-0.0005939943493631,0.01,0.916144490385894,0.9152315435256204,-6.149386092002551e-05,-0.0532500488443089,-0.3023159867106514,0.9481429008011976,0.9481429008011976,13,bench,0.9481429008011976,0,person,person|cell phone,False,-0.0005939943493631145
13,bench,C:\Users\maxbe\Downloads\coco\train2017\000000273710.jpg,9,rbf,kernel_herding,direct,False,0.9115992526400613,-0.0006091310184527,0.01,0.916144490385894,0.9153021655590404,7.062203341989814e-05,-0.0679753051872665,-0.370291291897918,0.934283545248527,0.934283545248527,13,bench,0.934283545248527,14,bird,bird,False,-0.0006091310184527668
13,bench,C:\Users\maxbe\Downloads\coco\train2017\000000038726.jpg,10,rbf,kernel_herding,direct,False,0.9109791706289329,-0.0006200820111285,0.01,0.916144490385894,0.9151961356037794,-0.0001060299552609,-0.051405205586752,-0.42169649748467,0.949893690308492,0.949893690308492,13,bench,0.949893690308492,0,person,person|bench,True,-0.00062008201112842
