subset_label_id,subset_label_name,path,optimization_rank,kernel,reference_method,eigenvalue_method,stop_when_objective_decreases,objective,objective_gain,probability_lambda,base_von_neumann_entropy,von_neumann_entropy,von_neumann_entropy_gain,log_probability,log_probability_sum,positive_probability,subset_probability,best_predicted_subset_label_id,best_predicted_subset_label_name,best_predicted_subset_probability,actual_label_id,actual_label_name,all_label_names,true_assigned_class,net_gain_at_selected_lambda
3,motorcycle,C:\Users\maxbe\Downloads\coco\train2017\000000020137.jpg,1,rbf,kernel_herding,direct,False,0.8791339974521383,0.0008802471690275,0.001,0.878253645395241,0.8792337022078541,0.0009799519247434,-0.099704755715806,-0.099704755715806,0.9051046055516122,0.9051046055516122,3,motorcycle,0.9051046055516122,74,clock,clock,False,0.000880247169027594
3,motorcycle,C:\Users\maxbe\Downloads\coco\train2017\000000377716.jpg,2,rbf,kernel_herding,direct,False,0.8799022816848023,0.000768284232664,0.001,0.878253645395241,0.880110149145709,0.0008764469378548,-0.1081627051908429,-0.2078674609066489,0.8974815596408457,0.8974815596408457,3,motorcycle,0.8974815596408457,0,person,person|umbrella|clock,False,0.0007682842326639572
3,motorcycle,C:\Users\maxbe\Downloads\coco\train2017\000000479941.jpg,3,rbf,kernel_herding,direct,False,0.8806006693760285,0.0006983876912262,0.001,0.878253645395241,0.8810210006811596,0.0009108515354506,-0.2124638442244022,-0.4203313051310512,0.8085895509743043,0.8085895509743043,3,motorcycle,0.8085895509743043,74,clock,clock,False,0.0006983876912261978
3,motorcycle,C:\Users\maxbe\Downloads\coco\train2017\000000078716.jpg,4,rbf,kernel_herding,direct,False,0.8812468207071521,0.0006461513311235,0.001,0.878253645395241,0.8817446592483543,0.0007236585671946,-0.0775072360711247,-0.4978385412021759,0.9254203279640956,0.9254203279640956,3,motorcycle,0.9254203279640956,12,parking meter,parking meter,False,0.0006461513311234753
3,motorcycle,C:\Users\maxbe\Downloads\coco\train2017\000000392717.jpg,5,rbf,kernel_herding,direct,False,0.8818590373861366,0.0006122166789844,0.001,0.878253645395241,0.882464927763647,0.0007202685152927,-0.1080518363082441,-0.6058903775104201,0.897581067934601,0.897581067934601,3,motorcycle,0.897581067934601,2,car,person|car|teddy bear,False,0.000612216678984456
3,motorcycle,C:\Users\maxbe\Downloads\coco\train2017\000000394784.jpg,6,rbf,kernel_herding,direct,False,0.8824446050831426,0.000585567697006,0.001,0.878253645395241,0.8832513546432866,0.0007864268796395,-0.2008591826335888,-0.8067495601440089,0.8180276159372163,0.8180276159372163,3,motorcycle,0.8180276159372163,4,airplane,person|airplane,False,0.0005855676970059113
3,motorcycle,C:\Users\maxbe\Downloads\coco\train2017\000000396188.jpg,7,rbf,kernel_herding,direct,False,0.8830002499510516,0.000555644867909,0.001,0.878253645395241,0.8838204919446268,0.0005691373013401,-0.0134924334311426,-0.8202419935751515,0.9865981814515644,0.9865981814515644,3,motorcycle,0.9865981814515644,2,car,person|car|motorcycle|bus|traffic light|clock,True,0.0005556448679089574
3,motorcycle,C:\Users\maxbe\Downloads\coco\train2017\000000057919.jpg,8,rbf,kernel_herding,direct,False,0.8835394544132344,0.0005392044621828,0.001,0.878253645395241,0.884489163736899,0.0006686717922722,-0.1294673300894612,-0.9497093236646128,0.8785632905305004,0.8785632905305004,3,motorcycle,0.8785632905305004,9,traffic light,traffic light,False,0.0005392044621827389
3,motorcycle,C:\Users\maxbe\Downloads\coco\train2017\000000422105.jpg,9,rbf,kernel_herding,direct,False,0.8840404902667472,0.0005010358535127,0.001,0.878253645395241,0.8849989036561366,0.0005097399192376,-0.0087040657247813,-0.958413389389394,0.9913337049885882,0.9913337049885882,3,motorcycle,0.9913337049885882,2,car,person|bicycle|car|motorcycle|clock,True,0.0005010358535128187
3,motorcycle,C:\Users\maxbe\Downloads\coco\train2017\000000244300.jpg,10,rbf,kernel_herding,direct,False,0.8845169912407049,0.0004765009739576,0.001,0.878253645395241,0.8856196203649188,0.0006207167087821,-0.1442157348244873,-1.1026291242138817,0.8657009660652664,0.8657009660652664,3,motorcycle,0.8657009660652664,19,cow,cow,False,0.0004765009739576126
3,motorcycle,C:\Users\maxbe\Downloads\coco\train2017\000000526825.jpg,11,rbf,kernel_herding,direct,False,0.8849714881020703,0.0004544968613653,0.001,0.878253645395241,0.8861991331220467,0.0005795127571278,-0.1250158957625822,-1.2276450199764637,0.8824828747338443,0.8824828747338443,3,motorcycle,0.8824828747338443,8,boat,person|boat,False,0.00045449686136521785
3,motorcycle,C:\Users\maxbe\Downloads\coco\train2017\000000102803.jpg,12,rbf,kernel_herding,direct,False,0.8854072327593513,0.000435744657281,0.001,0.878253645395241,0.8868987729066183,0.0006996397845716,-0.2638951272906122,-1.491540147267076,0.7680540833448918,0.7680540833448918,3,motorcycle,0.7680540833448918,4,airplane,airplane,False,0.0004357446572809878
3,motorcycle,C:\Users\maxbe\Downloads\coco\train2017\000000064089.jpg,13,rbf,kernel_herding,direct,False,0.8858198709084973,0.000412638149146,0.001,0.878253645395241,0.8873690051043034,0.000470232197685,-0.0575940485389541,-1.54913419580603,0.9440331012763452,0.9440331012763452,3,motorcycle,0.9440331012763452,2,car,person|car|truck|parking meter,False,0.0004126381491460459
3,motorcycle,C:\Users\maxbe\Downloads\coco\train2017\000000190723.jpg,14,rbf,kernel_herding,direct,False,0.8862013861409856,0.0003815152324883,0.001,0.878253645395241,0.887936919886701,0.0005679147823975,-0.1863995499093254,-1.7355337457153557,0.8299419255050092,0.8299419255050092,3,motorcycle,0.8299419255050092,6,train,train,False,0.00038151523248817457
3,motorcycle,C:\Users\maxbe\Downloads\coco\train2017\000000469026.jpg,15,rbf,kernel_herding,direct,False,0.8865484912178727,0.000347105076887,0.001,0.878253645395241,0.8883524093409114,0.0004154894542104,-0.0683843773233901,-1.803918123038745,0.9339014340437786,0.9339014340437786,3,motorcycle,0.9339014340437786,2,car,person|car|bus,False,0.0003471050768870099
3,motorcycle,C:\Users\maxbe\Downloads\coco\train2017\000000164683.jpg,16,rbf,kernel_herding,direct,False,0.886851777301731,0.0003032860838583,0.001,0.878253645395241,0.888675855361388,0.0003234460204766,-0.020159936618288,-1.8240780596570336,0.9800419161806326,0.9800419161806326,3,motorcycle,0.9800419161806326,20,elephant,person|elephant|backpack|chair|potted plant,False,0.000303286083858312
3,motorcycle,C:\Users\maxbe\Downloads\coco\train2017\000000202935.jpg,17,rbf,kernel_herding,direct,False,0.8871459349406683,0.0002941576389372,0.001,0.878253645395241,0.8891830362240076,0.0005071808626195,-0.2130232236823333,-2.037101283339367,0.8081373690720155,0.8081373690720155,3,motorcycle,0.8081373690720155,74,clock,clock,False,0.0002941576389371667
3,motorcycle,C:\Users\maxbe\Downloads\coco\train2017\000000386973.jpg,18,rbf,kernel_herding,direct,False,0.887417549488252,0.0002716145475837,0.001,0.878253645395241,0.889526972165434,0.0003439359414263,-0.0723213938425871,-2.109422677181954,0.9302318769639368,0.9302318769639368,3,motorcycle,0.9302318769639368,2,car,bicycle|car,False,0.0002716145475837129
